input	lexeme	candidate	obs.prob	tab.prob	beA	beB
word822_suff	A_s	A_s	0.5	2	0	1
word822_suff	A_s	B_s	0.5	2	1	0
word823_suff	A_s	A_s	0.5	7	0	1
word823_suff	A_s	B_s	0.5	7	1	0
word824_suff	A_s	A_s	0.5	1	0	1
word824_suff	A_s	B_s	0.5	1	1	0
word825_suff	A_s	A_s	0.5	5339	0	1
word825_suff	A_s	B_s	0.5	5339	1	0
word826_suff	A_s	A_s	0.5	1	0	1
word826_suff	A_s	B_s	0.5	1	1	0
word827_suff	A_s	A_s	0.5	1	0	1
word827_suff	A_s	B_s	0.5	1	1	0
word828_suff	A_s	A_s	0.5	98	0	1
word828_suff	A_s	B_s	0.5	98	1	0
word829_suff	A_s	A_s	0.5	3	0	1
word829_suff	A_s	B_s	0.5	3	1	0
word830_suff	A_s	A_s	0.5	3	0	1
word830_suff	A_s	B_s	0.5	3	1	0
word831_suff	A_s	A_s	0.5	2	0	1
word831_suff	A_s	B_s	0.5	2	1	0
word832_suff	A_s	A_s	0.5	162	0	1
word832_suff	A_s	B_s	0.5	162	1	0
word833_suff	A_s	A_s	0.5	1	0	1
word833_suff	A_s	B_s	0.5	1	1	0
word834_suff	A_s	A_s	0.5	37	0	1
word834_suff	A_s	B_s	0.5	37	1	0
word835_suff	A_s	A_s	0.5	1	0	1
word835_suff	A_s	B_s	0.5	1	1	0
word836_suff	A_s	A_s	0.5	51	0	1
word836_suff	A_s	B_s	0.5	51	1	0
word837_suff	A_s	A_s	0.5	1018	0	1
word837_suff	A_s	B_s	0.5	1018	1	0
word838_suff	A_s	A_s	0.5	412	0	1
word838_suff	A_s	B_s	0.5	412	1	0
word839_suff	A_s	A_s	0.5	1194	0	1
word839_suff	A_s	B_s	0.5	1194	1	0
word840_suff	A_s	A_s	0.5	47	0	1
word840_suff	A_s	B_s	0.5	47	1	0
word841_suff	A_s	A_s	0.5	60	0	1
word841_suff	A_s	B_s	0.5	60	1	0
word842_suff	A_s	A_s	0.5	681	0	1
word842_suff	A_s	B_s	0.5	681	1	0
word843_suff	A_s	A_s	0.5	1	0	1
word843_suff	A_s	B_s	0.5	1	1	0
word844_suff	A_s	A_s	0.5	7	0	1
word844_suff	A_s	B_s	0.5	7	1	0
word845_suff	A_s	A_s	0.5	1	0	1
word845_suff	A_s	B_s	0.5	1	1	0
word846_suff	A_s	A_s	0.5	110	0	1
word846_suff	A_s	B_s	0.5	110	1	0
word847_suff	A_s	A_s	0.5	1	0	1
word847_suff	A_s	B_s	0.5	1	1	0
word848_suff	A_s	A_s	0.5	334	0	1
word848_suff	A_s	B_s	0.5	334	1	0
word849_suff	A_s	A_s	0.5	8777	0	1
word849_suff	A_s	B_s	0.5	8777	1	0
word850_suff	A_s	A_s	0.5	3	0	1
word850_suff	A_s	B_s	0.5	3	1	0
word851_suff	A_s	A_s	0.5	9	0	1
word851_suff	A_s	B_s	0.5	9	1	0
word852_suff	A_s	A_s	0.5	1	0	1
word852_suff	A_s	B_s	0.5	1	1	0
word853_suff	A_s	A_s	0.5	5	0	1
word853_suff	A_s	B_s	0.5	5	1	0
word854_suff	A_s	A_s	0.5	189	0	1
word854_suff	A_s	B_s	0.5	189	1	0
word855_suff	A_s	A_s	0.5	1	0	1
word855_suff	A_s	B_s	0.5	1	1	0
word856_suff	A_s	A_s	0.5	53	0	1
word856_suff	A_s	B_s	0.5	53	1	0
word857_suff	A_s	A_s	0.5	2	0	1
word857_suff	A_s	B_s	0.5	2	1	0
word858_suff	A_s	A_s	0.5	922	0	1
word858_suff	A_s	B_s	0.5	922	1	0
word859_suff	A_s	A_s	0.5	26	0	1
word859_suff	A_s	B_s	0.5	26	1	0
word860_suff	A_s	A_s	0.5	4	0	1
word860_suff	A_s	B_s	0.5	4	1	0
word861_suff	A_s	A_s	0.5	5	0	1
word861_suff	A_s	B_s	0.5	5	1	0
word862_suff	A_s	A_s	0.5	2	0	1
word862_suff	A_s	B_s	0.5	2	1	0
word863_suff	A_s	A_s	0.5	1	0	1
word863_suff	A_s	B_s	0.5	1	1	0
word864_suff	A_s	A_s	0.5	1	0	1
word864_suff	A_s	B_s	0.5	1	1	0
word865_suff	A_s	A_s	0.5	13	0	1
word865_suff	A_s	B_s	0.5	13	1	0
word866_suff	A_s	A_s	0.5	76	0	1
word866_suff	A_s	B_s	0.5	76	1	0
word867_suff	A_s	A_s	0.5	295	0	1
word867_suff	A_s	B_s	0.5	295	1	0
word868_suff	A_s	A_s	0.5	5	0	1
word868_suff	A_s	B_s	0.5	5	1	0
word869_suff	A_s	A_s	0.5	1	0	1
word869_suff	A_s	B_s	0.5	1	1	0
word870_suff	A_s	A_s	0.5	1	0	1
word870_suff	A_s	B_s	0.5	1	1	0
word871_suff	A_s	A_s	0.5	6746	0	1
word871_suff	A_s	B_s	0.5	6746	1	0
word872_suff	A_s	A_s	0.5	317	0	1
word872_suff	A_s	B_s	0.5	317	1	0
word873_suff	A_s	A_s	0.5	531	0	1
word873_suff	A_s	B_s	0.5	531	1	0
word874_suff	A_s	A_s	0.5	128	0	1
word874_suff	A_s	B_s	0.5	128	1	0
word875_suff	A_s	A_s	0.5	3	0	1
word875_suff	A_s	B_s	0.5	3	1	0
word876_suff	A_s	A_s	0.5	1	0	1
word876_suff	A_s	B_s	0.5	1	1	0
word877_suff	A_s	A_s	0.5	1	0	1
word877_suff	A_s	B_s	0.5	1	1	0
word878_suff	A_s	A_s	0.5	1	0	1
word878_suff	A_s	B_s	0.5	1	1	0
word879_suff	A_s	A_s	0.5	1	0	1
word879_suff	A_s	B_s	0.5	1	1	0
word880_suff	A_s	A_s	0.5	1	0	1
word880_suff	A_s	B_s	0.5	1	1	0
word881_suff	A_s	A_s	0.5	8	0	1
word881_suff	A_s	B_s	0.5	8	1	0
word882_suff	A_s	A_s	0.5	1	0	1
word882_suff	A_s	B_s	0.5	1	1	0
word883_suff	A_s	A_s	0.5	2649	0	1
word883_suff	A_s	B_s	0.5	2649	1	0
word884_suff	A_s	A_s	0.5	3	0	1
word884_suff	A_s	B_s	0.5	3	1	0
word885_suff	A_s	A_s	0.5	2	0	1
word885_suff	A_s	B_s	0.5	2	1	0
word886_suff	A_s	A_s	0.5	12	0	1
word886_suff	A_s	B_s	0.5	12	1	0
word887_suff	A_s	A_s	0.5	1	0	1
word887_suff	A_s	B_s	0.5	1	1	0
word888_suff	A_s	A_s	0.5	1	0	1
word888_suff	A_s	B_s	0.5	1	1	0
word889_suff	A_s	A_s	0.5	4854	0	1
word889_suff	A_s	B_s	0.5	4854	1	0
word890_suff	A_s	A_s	0.5	1	0	1
word890_suff	A_s	B_s	0.5	1	1	0
word891_suff	A_s	A_s	0.5	1	0	1
word891_suff	A_s	B_s	0.5	1	1	0
word892_suff	A_s	A_s	0.5	374	0	1
word892_suff	A_s	B_s	0.5	374	1	0
word893_suff	A_s	A_s	0.5	1	0	1
word893_suff	A_s	B_s	0.5	1	1	0
word894_suff	A_s	A_s	0.5	5	0	1
word894_suff	A_s	B_s	0.5	5	1	0
word895_suff	A_s	A_s	0.5	2	0	1
word895_suff	A_s	B_s	0.5	2	1	0
word896_suff	A_s	A_s	0.5	3	0	1
word896_suff	A_s	B_s	0.5	3	1	0
word897_suff	A_s	A_s	0.5	406	0	1
word897_suff	A_s	B_s	0.5	406	1	0
word898_suff	A_s	A_s	0.5	345	0	1
word898_suff	A_s	B_s	0.5	345	1	0
word899_suff	A_s	A_s	0.5	7	0	1
word899_suff	A_s	B_s	0.5	7	1	0
word900_suff	A_s	A_s	0.5	969	0	1
word900_suff	A_s	B_s	0.5	969	1	0
word901_suff	A_s	A_s	0.5	1	0	1
word901_suff	A_s	B_s	0.5	1	1	0
word902_suff	A_s	A_s	0.5	4	0	1
word902_suff	A_s	B_s	0.5	4	1	0
word903_suff	A_s	A_s	0.5	4817	0	1
word903_suff	A_s	B_s	0.5	4817	1	0
word904_suff	A_s	A_s	0.5	47	0	1
word904_suff	A_s	B_s	0.5	47	1	0
word905_suff	A_s	A_s	0.5	78	0	1
word905_suff	A_s	B_s	0.5	78	1	0
word906_suff	A_s	A_s	0.5	1	0	1
word906_suff	A_s	B_s	0.5	1	1	0
word907_suff	A_s	A_s	0.5	3	0	1
word907_suff	A_s	B_s	0.5	3	1	0
word908_suff	A_s	A_s	0.5	2	0	1
word908_suff	A_s	B_s	0.5	2	1	0
word909_suff	A_s	A_s	0.5	2003	0	1
word909_suff	A_s	B_s	0.5	2003	1	0
word910_suff	A_s	A_s	0.5	5	0	1
word910_suff	A_s	B_s	0.5	5	1	0
word911_suff	A_s	A_s	0.5	21	0	1
word911_suff	A_s	B_s	0.5	21	1	0
word912_suff	A_s	A_s	0.5	59	0	1
word912_suff	A_s	B_s	0.5	59	1	0
word913_suff	A_s	A_s	0.5	15	0	1
word913_suff	A_s	B_s	0.5	15	1	0
word914_suff	A_s	A_s	0.5	1	0	1
word914_suff	A_s	B_s	0.5	1	1	0
word915_suff	A_s	A_s	0.5	54	0	1
word915_suff	A_s	B_s	0.5	54	1	0
word916_suff	A_s	A_s	0.5	3	0	1
word916_suff	A_s	B_s	0.5	3	1	0
word917_suff	A_s	A_s	0.5	171	0	1
word917_suff	A_s	B_s	0.5	171	1	0
word918_suff	A_s	A_s	0.5	29	0	1
word918_suff	A_s	B_s	0.5	29	1	0
word919_suff	A_s	A_s	0.5	31	0	1
word919_suff	A_s	B_s	0.5	31	1	0
word920_suff	A_s	A_s	0.5	3	0	1
word920_suff	A_s	B_s	0.5	3	1	0
word921_suff	A_s	A_s	0.5	2913	0	1
word921_suff	A_s	B_s	0.5	2913	1	0
word922_suff	A_s	A_s	0.5	21	0	1
word922_suff	A_s	B_s	0.5	21	1	0
word923_suff	A_s	A_s	0.5	4	0	1
word923_suff	A_s	B_s	0.5	4	1	0
word924_suff	A_s	A_s	0.5	13	0	1
word924_suff	A_s	B_s	0.5	13	1	0
word925_suff	A_s	A_s	0.5	8	0	1
word925_suff	A_s	B_s	0.5	8	1	0
word926_suff	A_s	A_s	0.5	3	0	1
word926_suff	A_s	B_s	0.5	3	1	0
word927_suff	A_s	A_s	0.5	4	0	1
word927_suff	A_s	B_s	0.5	4	1	0
word928_suff	A_s	A_s	0.5	5	0	1
word928_suff	A_s	B_s	0.5	5	1	0
word929_suff	A_s	A_s	0.5	587	0	1
word929_suff	A_s	B_s	0.5	587	1	0
word930_suff	A_s	A_s	0.5	1	0	1
word930_suff	A_s	B_s	0.5	1	1	0
word931_suff	A_s	A_s	0.5	3822	0	1
word931_suff	A_s	B_s	0.5	3822	1	0
word932_suff	A_s	A_s	0.5	2	0	1
word932_suff	A_s	B_s	0.5	2	1	0
word933_suff	A_s	A_s	0.5	4	0	1
word933_suff	A_s	B_s	0.5	4	1	0
word934_suff	A_s	A_s	0.5	2	0	1
word934_suff	A_s	B_s	0.5	2	1	0
word935_suff	A_s	A_s	0.5	137	0	1
word935_suff	A_s	B_s	0.5	137	1	0
word936_suff	A_s	A_s	0.5	1	0	1
word936_suff	A_s	B_s	0.5	1	1	0
word937_suff	A_s	A_s	0.5	82	0	1
word937_suff	A_s	B_s	0.5	82	1	0
word938_suff	A_s	A_s	0.5	66	0	1
word938_suff	A_s	B_s	0.5	66	1	0
word939_suff	A_s	A_s	0.5	4	0	1
word939_suff	A_s	B_s	0.5	4	1	0
word940_suff	A_s	A_s	0.5	31	0	1
word940_suff	A_s	B_s	0.5	31	1	0
word941_suff	A_s	A_s	0.5	52	0	1
word941_suff	A_s	B_s	0.5	52	1	0
word942_suff	A_s	A_s	0.5	48	0	1
word942_suff	A_s	B_s	0.5	48	1	0
word943_suff	A_s	A_s	0.5	21	0	1
word943_suff	A_s	B_s	0.5	21	1	0
word944_suff	A_s	A_s	0.5	239	0	1
word944_suff	A_s	B_s	0.5	239	1	0
word945_suff	A_s	A_s	0.5	1668	0	1
word945_suff	A_s	B_s	0.5	1668	1	0
word946_suff	A_s	A_s	0.5	3	0	1
word946_suff	A_s	B_s	0.5	3	1	0
word947_suff	A_s	A_s	0.5	42	0	1
word947_suff	A_s	B_s	0.5	42	1	0
word948_suff	A_s	A_s	0.5	14	0	1
word948_suff	A_s	B_s	0.5	14	1	0
word949_suff	A_s	A_s	0.5	143	0	1
word949_suff	A_s	B_s	0.5	143	1	0
word950_suff	A_s	A_s	0.5	9	0	1
word950_suff	A_s	B_s	0.5	9	1	0
word951_suff	A_s	A_s	0.5	1	0	1
word951_suff	A_s	B_s	0.5	1	1	0
word952_suff	A_s	A_s	0.5	5	0	1
word952_suff	A_s	B_s	0.5	5	1	0
word953_suff	A_s	A_s	0.5	6	0	1
word953_suff	A_s	B_s	0.5	6	1	0
word954_suff	A_s	A_s	0.5	3	0	1
word954_suff	A_s	B_s	0.5	3	1	0
word955_suff	A_s	A_s	0.5	1	0	1
word955_suff	A_s	B_s	0.5	1	1	0
word956_suff	A_s	A_s	0.5	10	0	1
word956_suff	A_s	B_s	0.5	10	1	0
word957_suff	A_s	A_s	0.5	3	0	1
word957_suff	A_s	B_s	0.5	3	1	0
word958_suff	A_s	A_s	0.5	311	0	1
word958_suff	A_s	B_s	0.5	311	1	0
word959_suff	A_s	A_s	0.5	3954	0	1
word959_suff	A_s	B_s	0.5	3954	1	0
word960_suff	A_s	A_s	0.5	2	0	1
word960_suff	A_s	B_s	0.5	2	1	0
word961_suff	A_s	A_s	0.5	2	0	1
word961_suff	A_s	B_s	0.5	2	1	0
word962_suff	A_s	A_s	0.5	98	0	1
word962_suff	A_s	B_s	0.5	98	1	0
word963_suff	A_s	A_s	0.5	6	0	1
word963_suff	A_s	B_s	0.5	6	1	0
word964_suff	A_s	A_s	0.5	9	0	1
word964_suff	A_s	B_s	0.5	9	1	0
word965_suff	A_s	A_s	0.5	1	0	1
word965_suff	A_s	B_s	0.5	1	1	0
word966_suff	A_s	A_s	0.5	18	0	1
word966_suff	A_s	B_s	0.5	18	1	0
word967_suff	A_s	A_s	0.5	9	0	1
word967_suff	A_s	B_s	0.5	9	1	0
word968_suff	A_s	A_s	0.5	5	0	1
word968_suff	A_s	B_s	0.5	5	1	0
word969_suff	A_s	A_s	0.5	170	0	1
word969_suff	A_s	B_s	0.5	170	1	0
word970_suff	A_s	A_s	0.5	5	0	1
word970_suff	A_s	B_s	0.5	5	1	0
word971_suff	A_s	A_s	0.5	11	0	1
word971_suff	A_s	B_s	0.5	11	1	0
word972_suff	A_s	A_s	0.5	1	0	1
word972_suff	A_s	B_s	0.5	1	1	0
word973_suff	A_s	A_s	0.5	32	0	1
word973_suff	A_s	B_s	0.5	32	1	0
word974_suff	A_s	A_s	0.5	1	0	1
word974_suff	A_s	B_s	0.5	1	1	0
word975_suff	A_s	A_s	0.5	1	0	1
word975_suff	A_s	B_s	0.5	1	1	0
word976_suff	A_s	A_s	0.5	1358	0	1
word976_suff	A_s	B_s	0.5	1358	1	0
word977_suff	A_s	A_s	0.5	5371	0	1
word977_suff	A_s	B_s	0.5	5371	1	0
word978_suff	A_s	A_s	0.5	884	0	1
word978_suff	A_s	B_s	0.5	884	1	0
word979_suff	A_s	A_s	0.5	20	0	1
word979_suff	A_s	B_s	0.5	20	1	0
word980_suff	A_s	A_s	0.5	374	0	1
word980_suff	A_s	B_s	0.5	374	1	0
word981_suff	A_s	A_s	0.5	1649	0	1
word981_suff	A_s	B_s	0.5	1649	1	0
word982_suff	A_s	A_s	0.5	229	0	1
word982_suff	A_s	B_s	0.5	229	1	0
word983_suff	A_s	A_s	0.5	2	0	1
word983_suff	A_s	B_s	0.5	2	1	0
word984_suff	A_s	A_s	0.5	73	0	1
word984_suff	A_s	B_s	0.5	73	1	0
word985_suff	A_s	A_s	0.5	7	0	1
word985_suff	A_s	B_s	0.5	7	1	0
word986_suff	A_s	A_s	0.5	5	0	1
word986_suff	A_s	B_s	0.5	5	1	0
word987_suff	A_s	A_s	0.5	2	0	1
word987_suff	A_s	B_s	0.5	2	1	0
word988_suff	A_s	A_s	0.5	2	0	1
word988_suff	A_s	B_s	0.5	2	1	0
word989_suff	A_s	A_s	0.5	157	0	1
word989_suff	A_s	B_s	0.5	157	1	0
word990_suff	A_s	A_s	0.5	21	0	1
word990_suff	A_s	B_s	0.5	21	1	0
word991_suff	A_s	A_s	0.5	2	0	1
word991_suff	A_s	B_s	0.5	2	1	0
word992_suff	A_s	A_s	0.5	4014	0	1
word992_suff	A_s	B_s	0.5	4014	1	0
word993_suff	A_s	A_s	0.5	2	0	1
word993_suff	A_s	B_s	0.5	2	1	0
word994_suff	A_s	A_s	0.5	2	0	1
word994_suff	A_s	B_s	0.5	2	1	0
word995_suff	A_s	A_s	0.5	4	0	1
word995_suff	A_s	B_s	0.5	4	1	0
word996_suff	A_s	A_s	0.5	3	0	1
word996_suff	A_s	B_s	0.5	3	1	0
word997_suff	A_s	A_s	0.5	1	0	1
word997_suff	A_s	B_s	0.5	1	1	0
word998_suff	A_s	A_s	0.5	1	0	1
word998_suff	A_s	B_s	0.5	1	1	0
word999_suff	A_s	A_s	0.5	115	0	1
word999_suff	A_s	B_s	0.5	115	1	0
word1000_suff	A_s	A_s	0.5	1	0	1
word1000_suff	A_s	B_s	0.5	1	1	0
